Title,Author,Highlight
細胞―生命と医療の本質を探る―　上 細胞─生命と医療の本質を探る─,シッダールタ ムカジー、田中 文,要するに、すべての抗生物質が「細胞の薬」、つまり微生物細胞とヒト細胞との差異に依存する薬なのだ。細胞生物学の知識が深まり、微妙な差異が解明されていくにつれ、今後、さらに強力な抗微生物薬が生み出されることだろう。
細胞―生命と医療の本質を探る―　上 細胞─生命と医療の本質を探る─,シッダールタ ムカジー、田中 文,ミトコンドリアの起源についてはいくつかの説があるが、広く受け入れられている最も興味深い説のひとつは、一〇億年以上前、ミトコンドリアは酸素と糖からエネルギーを生み出す細菌だったという説だ。この細菌が真核生物の細胞に取り込まれたり、つかまえられたりして、宿主の細胞となんらかのパートナーシップを結んだと考えられている。細胞内共生という現象だ。
細胞―生命と医療の本質を探る―　上 細胞─生命と医療の本質を探る─,シッダールタ ムカジー、田中 文,技術の進歩によって、「手を加える」ことについての私たちの概念はどのように変化したのだろう？　たとえば、体外受精の場合のように、かつては過激かつ違法だとみなされ、ときに嫌悪すべき行為だとみなされた「生殖補助医療」は今では標準的な医療行為になっている。そして、ロシアの生物学者デニス・レブリコフが聴覚障害の遺伝子を持つ胚に遺伝子編集をほどこす準備を整えている今、私たちは、標準についての感覚が 麻痺 させられるような、新たな生殖操作に対峙している。
細胞―生命と医療の本質を探る―　上 細胞─生命と医療の本質を探る─,シッダールタ ムカジー、田中 文,私たちはかつて、自分たちの細胞の基本的な性質を揺るぎない運命だとみなしていた。しかし今ではそれらを、科学的に手を加えられる領域だとみなしはじめている。変更できる運命として。
細胞―生命と医療の本質を探る―　上 細胞─生命と医療の本質を探る─,シッダールタ ムカジー、田中 文,一九六五年の《アナルズ・オブ・インターナル・メディシン》誌には次のように書かれている。「人類が戦争から贈り物を得ることはないが、唯一の例外は、スペイン内戦や第二次世界大戦や朝鮮戦争によって、血液と血漿の使用が推進され広まったことかもしれない……（ 19）」。輸血と血液バンクという細胞治療はもしかしたら、戦争の最も重要な医学的遺産なのかもしれない。
置かれた場所であばれたい,潮井　エムコ,いい夫婦がどんな形であるかに明確な答えなどない。だからこそ自分たちの性格や考え方で最適な形をつくりあげることができる。許し許されるこの柔らかな関係が、何より心地良い。 　そんな私たちにとっては、相手のいない時間の中でお互いの存在を形取っていく瞬間を持つことが、ちょっとした幸せであり、いい夫婦の形なのかもしれない。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,まず売り買いすればそのたびに税金を払わねばならない、それがひとつ。そしてふたつ目。正確に最高値と最安値を見極め、売買する──どうやったらそんなことができるんでしょう？　馬鹿げた話です。私には株式市場がどうなるか予測できるなどという自信は、どうしても持てません。１９９６年にアラン・グリーンスパンが株式市場の高騰を「根拠なき熱狂」と称したときから、私は市場予測に自信を失ったのです。市場はその後３年間で 80 パーセント上昇しました。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,一般的に私が諦めるのはビジネスやその人物について見誤った場合であり、株の値動きを理由に手放したりはしません。株価はそのビジネスがうまくいっているかどうかの指標にはならない。あくまで業績とは別の動きをするものなんです。 　私たちの業績が他をしのぐ理由は、私が考えるに、私たちもあなた方もビジネスに対して同じ見通しと見方をしているからです。なぜプライベート・エクイティが大きな収益をもたらすのか？　それは、そのビジネスに存在する収益性を信じ、そこに投資を行い、ビジネスをさらに拡大させるからです。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,そこには本質的に、競争優位性、優秀な人材、そして大きく成長できるチャンスがなければなりません。それがあって初めて、私たちは投資に踏み切ります。もし私たちに間違いがあれば売ります。できる限り早く売却します。間違いを犯すというのは、その株が値上がりしないという意味ではありません。人材やビジネスに対する認識の誤りです。株価は、その時点での人々の考えが反映されたものに過ぎません。ビジネス本体の価値が反映されたものではないんです。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,私にとって株は、自国通貨に対するリスクヘッジだと考えています。私は、インフレを超えるような企業の株を保持したい。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,ニューヨークにやって来たとき、ある人がとても興味深い話をしてくれました。「投資したい会社の１株当たりの利益（当期純利益）にばかりとらわれてはいけない。あんな数字はどうにでもなる。それよりも売上に注目することだ」。私はその言葉を聞いて、なるほどと思いました。売上だけはごまかしがききませんからね。人はどうしても些末なことにばかり目が行くものなんです。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,私は投資をギャンブルだとは考えていません。投資は、長期にわたり自分と家族の面倒を見ることだと考えています。つまり毎年同じだけの金額を長期にわたり投資しながら齢を重ね、そして豊かさを手にしているのです。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,バリュー投資は、強烈なプレッシャーのなかで歯を食いしばって実行に移さねばならない。誰もが手をこまねいて見ている、あるいは売りに出ているときに勇気を持ってそこに介入し、買わなければならないのです。
世界の天才に「お金の増やし方」を聞いてきた,デイヴィッドＭ.ルーベンシュタイン,「単純化して説明できないものに、決して投資してはならない」。
怪物に出会った日　井上尚弥と闘うということ,森合正範,各メディアが独自で設定する、全ボクサー対象の最強ランキング「ＰＦＰ（パウンド・フォー・パウンド）」において、どれを見渡しても井上はトップ３に名を連ねる。世界が認める実力に加えて、配信サービスやスポンサーの影響は大きく、高額のファイトマネーを捻出できる仕組みを生みだした。
怪物に出会った日　井上尚弥と闘うということ,森合正範,井上君と闘って燃え尽きたボクサーもいるだろうし、やりきれなかった人もいると思う。だけど、リング上で体感する井上君は特別で、一瞬一瞬が命懸けになる。もうね、本当に一瞬一瞬なんですよ。だから、しっかり覚えているんじゃないですかね」
プロ経営者・CxOになる人の絶対法則,荒井裕之、小杉俊哉,日本企業の特徴は、現場が強い文化性があることです。現場をうまく動かせなければ、成果も出せないので、日本企業の経営にはチームプレーが必要不可欠です。 　何でもできる ＋ Ａレベルの経営者が１人いるよりも、 Ｂから ＋ Ｂのレベルであっても強固なチームを作ることができれば、チームとしてＡレベルにすることができる。そんな考え方が日本の経営には現実的かつ必要な視点だと思っています。
プロ経営者・CxOになる人の絶対法則,荒井裕之、小杉俊哉,あらゆる感情をコントロールすることを意識し、場合によっては「演じる」ことができる人の方がうまくいきます。自分の感情もコントロールした上で出すことが必要だと理解し、感情に任せて表現するべきではありません。 　つまり、感情の出し方には感覚的な側面と、論理的な側面を持ち合わせることです。ロジカルに話す方がいい場面と、感情に訴えるように話す場面を見極め、使い分けができる人は経営人材として重宝されます。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,このように、構造的貧困の「構造」には二つの意味合いがあります。一つは、ステアリング（舵取り） 不能な、自分たちの営みより大きな「システム」に組み込まれてしまうという空間的帰結、もう一つは、いったんそうなってしまうと元に戻れないという時間的帰結です。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,まとめると、社会学は、社会が思い通りにならない理由を究明することで、どの範囲で、どんなアプローチを採れば、複雑な社会に対峙しうるかを探求する学問です。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,われわれは理性的に決定したつもりでも、本当は知らないことがいっぱいある。だから、決定後のステージでは、知らないことがいっぱい起こるわけです。そうすると予想外の帰結に入り込んでしまう。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,もう一つの要因は、人間は短期的な利益を長期的な利益よりも評価しがちだ、という行動経済学的な摂理です。目の前に短期的な利益と長期的な利益が提示された場合、われわれはほぼ必ず短期的な利益を選びます。なぜなら、進化心理学によれば、人類はもともとそういうマインドセットを持つからこそ、種としても生き延びてこられたからです。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,団地を買ったり借りたりしたのは、主に地方から出てきた人たちでした。戦後復興と経済成長が、欧米のように外国人労働者を頼らずに、農村の過剰人口を都市部に移転させることによって実現されたからです。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,民主政が成り立つには、政治的決定が各人に何をもたらすかを「想像でき」、そのことが「気にかかる」という各人の感情的能力が欠かせないと言うのです。ある決定がなされる際に、私にとってはよい決定だけれども、他の人にとってはどうだろうかと想像でき、しかもそのことが気にかかって仕方ない。それがピティエです。各人が他の人たちのことを想像でき、気にかけることができれば、その決定は「一般意志」に近づくとルソーは言います。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,国民国家は、ナポレオン戦争をきっかけに 19 世紀半ばに誕生した体制で、その歴史はいまだ２００年に届きません。ナポレオン戦争では当初、フランス軍が圧倒的に優勢でした。フランス軍が国民兵によって構成されていたのに対し、対抗するヨーロッパ諸国の軍隊は傭兵を中心に構成されていたからです。国民兵は、「国民は仲間だ」という「われわれ意識（we-consciousness）」を持ち、忠誠心がありますが、金が目当ての傭兵には損得勘定しかありません。だから、フランス軍がいったん優勢になると、対仏大同盟軍の傭兵たちはさっさと逃げました。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,そのため、戦後のヨーロッパでは、戦争に勝てる強い国民兵をつくり出す必要から、次々に国民国家が生み出されました。それらが産業革命を背景にものすごい勢いで帝国主義化していったのが、 19 世紀の後半から末にかけての世界史の展開です。その意味で、国民国家は、そもそも「戦争マシーン」として要求された構築物なのです。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,このように国民国家は、近代社会の理想像とは裏腹に、大きな矛盾をはらんでいました。つまり、エマヌエル・カントが掲げた「恒久平和の実現」という理想と、「戦争マシーンとしての国民国家」という現実との間に、埋めがたい齟齬がありました。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,ところが第２次世界大戦が終わって以降、国民国家は大きな転機を迎えます。それは、国家同士が互いに全力を挙げて戦う総力戦が、コストがかかりすぎるという理由で、起きなくなったためです。すると、戦争マシーンである国民国家は、国民同士の「われわれ意識」を維持できなくなります。その結果、国民の間にもともと存在する分断の線が、くっきり際立つようになります。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,社会学では「構造化理論」といいますが、すでにでき上がった社会は、諸個人を適応させ、そうした諸個人の適応が、すでにでき上がった社会をますます強固にします。つまり、個人の適応と、社会の秩序化は、互いを強化する相補的な関係にあり、それゆえに、社会は変えることが難しい構造として立ち現れるというわけです。デュルケム研究から出発してイギリス・ブレア政権のブレーンも務めたアンソニー・ギデンズという有名な社会学者の議論です（アンソニー・ギデンズ『社会の構成』門田健一訳、勁草書房、２０１５年、原著は１９８４年）。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,山崎亮さんは、コミュニティデザインをこういうふうに定式化しています。「まず自分がみんなにつながる。次にみんなをつなげる。それからみんなに知恵を出してもらう」。わかりますか。まず、山崎さん自身が住民たちとつながる。次に、それを使って、山崎さんが住民同士をつなげる。最後に、それを使って、山崎さんが住民たちに共同で知恵を出してもらう、という時系列です。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,エリートという「１階（直接） の卓越者」が住民をリードするのではなく、縁の下の力持ちである「２階の（間接、むしろ半地下の） 卓越者」が住民たちのコミュニケーションと場をデザインする。そうすれば、住民が自分たちは導かれているとは感じず、自分たちが主役だと感じ続けます。みんなで話し合って何かを決めたときも、誰かに従った結果だとは感じないから、決めたことがうまくいかなかったら、みんなで修正しようじゃないかという話になります。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,山崎亮さんによると、共同体自治に参画してもらえる人は、コミュニティにおいてマックスで全体の２割程度だそうです。最初から関心を持ってくれる人が１割で、それが２割に増えたら大成功。実際、それで地域の雰囲気ががらりと変わるのですね。
経営リーダーのための社会システム論～構造的問題と僕らの未来～,宮台 真司、野田 智義,社会学では、社会を一気に変えようとするのではなく、漸進的な変化による現実的な処方箋を考える。政府や市場を否定することなく、中間集団の（再）構築に解を見いだそうとする。
ガザとは何か～パレスチナを知るための緊急講義,岡真理,ガザの平均年齢は十八歳。それだけ、若年人口が多いということです（ちなみに、日本の平均年齢は四十八歳です）。
ガザとは何か～パレスチナを知るための緊急講義,岡真理,同化して軍人にまでなっても、ユダヤ人であれば冤罪を着せられて終身刑になる。近代市民社会になろうが、ヨーロッパからユダヤ人差別はなくならない。同化すればユダヤ人差別はなくなると思っていたのに、同化は解決にならない。ドレフュス事件は、同化ユダヤ人に大きな衝撃を与えました。
ガザとは何か～パレスチナを知るための緊急講義,岡真理,十九世紀末のヨーロッパで、フランスのドレフュス事件を契機に、ヨーロッパ・キリスト教社会の歴史的宿痾とも言うべきユダヤ人差別・反ユダヤ主義からユダヤ人が解放されるには、ユダヤ人がマジョリティを占めるユダヤ国家を創るしかないという考えが生まれ、パレスチナにユダヤ国家を建設するという政治的プロジェクト「シオニズム」が登場します。
贈与の歴史学　儀礼と経済のあいだ (中公新書),桜井英治,日本の神仏は人に多くを要求することがなく、きわめて 慎ましい部類に属するといえよう。このように安上がりで微温的な信仰のあり方は、おそらく多神教に起因するところが小さくないと思われる。捨てる神あれば拾う神ありという神々の競合状態が、贈与額の高騰を抑制してきた面もあるにちがいない。
贈与の歴史学　儀礼と経済のあいだ (中公新書),桜井英治,総じて土地や農業からの収益よりも、商業・流通・金融・貿易などに大きな比重を置いていたのが室町幕府財政の特徴であり、ここに前代の鎌倉幕府にはみられなかった、まさに経済先進地である京都に本拠地を占めたことからくる室町幕府の都市的性格があらわれている。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,● 将来を予測し、上手に対処する能力は、変化を招く因果関係を理解する能力と、その因果関係が過去にどう変化をもたらしたかを学習する能力とに依存するということだった。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,● 将来を予測し、上手に対処する能力は、変化を招く因果関係を理解する能力と、その因果関係が過去にどう変化をもたらしたかを学習する能力とに依存するということだった。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,と価値観の格差が大きく、景気が低迷しているとき、全体のパイをどう分配するかで多くの対立が生じやすい。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,と価値観の格差が大きく、景気が低迷しているとき、全体のパイをどう分配するかで多くの対立が生じやすい。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,進化は改善をもたらす上向きの動きだ。それは適応と学習から生じる。それを取り巻くのがサイクルだ。私には、すべてが改善の上昇軌跡にあり、サイクルがそれを取り巻くように見える。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,進化は改善をもたらす上向きの動きだ。それは適応と学習から生じる。それを取り巻くのがサイクルだ。私には、すべてが改善の上昇軌跡にあり、サイクルがそれを取り巻くように見える。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,いつの時代でも、成功の方程式は、決まっている。よい教育を受けた人が互いに礼節をもって仕事をこなし、イノベーションを起こし、資本市場で資金を調達する。そして生産手段を所有してイノベーションを生産に活かし、資源の分配を行う。それによって利益を上げ、見返りを得る。 しかし、長い間に資本主義は富と機会の格差を広げ、過剰債務をもたらし、景気後退、革命、戦争を招き、内部秩序、世界秩序を変えてきた。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,いつの時代でも、成功の方程式は、決まっている。よい教育を受けた人が互いに礼節をもって仕事をこなし、イノベーションを起こし、資本市場で資金を調達する。そして生産手段を所有してイノベーションを生産に活かし、資源の分配を行う。それによって利益を上げ、見返りを得る。 しかし、長い間に資本主義は富と機会の格差を広げ、過剰債務をもたらし、景気後退、革命、戦争を招き、内部秩序、世界秩序を変えてきた。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,私の目標は、ライバルよりも有利になり、モデルがまったくない状態よりもよい立場に立つのに役立つ、ざっくりとはしているが進化するモデルを持つことだ。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,私の目標は、ライバルよりも有利になり、モデルがまったくない状態よりもよい立場に立つのに役立つ、ざっくりとはしているが進化するモデルを持つことだ。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,を築くこと＝生産的であること。 長期的に考えれば、富と購買力は生産力に依存する。実物資産は長くもたない。遺産も同様だ。だから、継続的に生産的であることがとても重要なのだ。富裕層の富を没収してそれで社会を回した非生産的な社会（たとえば1917年の革命後のロシア）を見れば、貧しくなるのに時間がかからなかったことがわかるだろう。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,を築くこと＝生産的であること。 長期的に考えれば、富と購買力は生産力に依存する。実物資産は長くもたない。遺産も同様だ。だから、継続的に生産的であることがとても重要なのだ。富裕層の富を没収してそれで社会を回した非生産的な社会（たとえば1917年の革命後のロシア）を見れば、貧しくなるのに時間がかからなかったことがわかるだろう。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,いつの時代でもどの国でも、富を持つ人は富を生み出す手段を持つ。それを維持するために、彼らはルールを決め、それを強制する権力を持つ人と手を結ぶ。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,いつの時代でもどの国でも、富を持つ人は富を生み出す手段を持つ。それを維持するために、彼らはルールを決め、それを強制する権力を持つ人と手を結ぶ。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,成功した社会は、できる限り広範囲の人を引き込み、特権ではなく実力に基づいて責任を与える社会だ。それは、1）仕事をこなすのに最適な人材を見出し、2）彼らが多角的な視点を持ち、3）とても公平だとみなされるから、社会の安定性を培うのだ。
世界秩序の変化に対処するための原則　なぜ国家は興亡するのか (日本経済新聞出版),レイ・ダリオ、斎藤聖美,成功した社会は、できる限り広範囲の人を引き込み、特権ではなく実力に基づいて責任を与える社会だ。それは、1）仕事をこなすのに最適な人材を見出し、2）彼らが多角的な視点を持ち、3）とても公平だとみなされるから、社会の安定性を培うのだ。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,株価を劇的に変化させるのは、ある程度以上の規模の新規成長カテゴリーへの参入だ。そのようなカテゴリーへの参入規模が、企業の総収益の十パーセントを超え、将来的に十五パーセントから二十パーセントを超えることが期待されれば、投資家はこの新たな収益源からの潜在的リターンを新鮮な目で評価するようになる。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,ここで、経営の常識に関する重要な秘密を教えよう。それは「地位を確立した既存企業はコアのビジネスモデルを変えられない」というものだ。自社全体に破壊的変化をもたらせばよいという提言はすべてたわごとだ。それは実現不可能である。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,ホライゾン１： 翌会計年度の事業による投資回収。 ホライゾン２： 二年から三年で投資回収。マイナスのキャッシュフローの中間的期間を経た後に投資が回収可能となる。 ホライゾン３： 三年から五年で投資回収。主に研究開発であり、事業による回収はまだ考慮されない。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,スタートアップ企業には利害衝突がないからである。敵はすべて社外にある。一方、既存企業には自社の業績維持、株主の意思、さらには、既存の顧客やパートナーのエコシステムなど様々な方向からの圧力がある。これらの力の板挟みになり、既存企業の取り組みはフォーカスと優先順位付けを欠き、当然のように業績を悪化させてしまう。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,具体的には、破壊的イノベーションの取り組みと持続的イノベーションの取り組みを分離し、前者を新規ビジネスとその運営モデルにフォーカスさせ、後者を既存ビジネスの拡張と改良にフォーカスさせなければならない。同時に、「収益パフォーマンス」を求める企業活動と「支援型投資」となる企業活動とを分離し、前者を現在の業績に、後者を将来への種蒔き効果にフォーカスさせなければならない。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,企業が自発的に破壊的ビジネスモデルに取り組もうとして、ホライゾン１のポートフォリオに新規ビジネスを追加しようとすると、パフォーマンス・ゾーンに大きなストレスが生じる。パフォーマンス・ゾーンで既存ビジネスラインの収益目標を達成しながら、インキュベーション・ゾーンの規模拡大も支援しなければならなくなる。後に詳しく述べるが、これは、経営資源と人材の割り当て、製品の競合、マーケットのメッセージの混乱などの点で対応が極めて困難である。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,トランスフォーメーション・ゾーンは、地位を確立した企業において破壊的ビジネスモデルをある程度の規模になるまで拡大する場所である。主に、攻撃のためのツールであり、目標は、新規ビジネスラインを安定した大規模なものに拡大し、企業総収益の 10 パーセント以上を占めるようにし、さらなる規模拡大と高い利益率を目指すことだ。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,ゾーン防御でのトランスフォーメーションの目標は、破壊的競合他社の攻撃を軽減するためにパフォーマンス・ゾーンのビジネスの運営モデルをリエンジニアリングすることだ。ここでトランスフォーメーション・ゾーンが関与しなければいけないのは、パフォーマンス・ゾーンは放っておくと現状維持を続けようとするためである。既存のマネジメント・チームは今までのやり方にとらわれすぎ、現状のエコシステムから恩恵を受けており、業界に長期的に存在するしがらみに縛られている。これらの人々が今のビジネスの基礎を築いたのだ。その同じ人々に現状のビジネスを解体せよと命じるのは困難だ。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,年次計画だけではなく四半期のビジネス・レビューや月次の報告においても、全販売チャネルに対してセル・レベルの結果責任を課すことが不可欠である。セル・レベルでの結果責任を伴うパフォーマンス・マトリックスは毎月誰もがビジネスの全局面を知ることができる理想的なダッシュボードになる。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,パフォーマンス・ゾーンでも見てきたように、市場で長期に安定した地位にいると、プロダクティビティ・ゾーンにおいても水準以下の業務による慣性力が溜まっていく。好ましくない状態だが、修正が不可欠という状態でもない。しかし、市場カテゴリー自体が破壊的変化を受けているときには、これらの問題は直接かつ迅速に解決すべきリスクを生じさせる。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,典型例は、セールス、マーケティング、プロフェッショナル・サービスの既存の市場開拓機能を有望な育成中のビジネスの規模拡大にも活用しようとすることだ。このやり方は偶然成功するかもしれない。しかし、それでは育成中の新規ビジネスが確立したビジネスラインに対して副次的に扱われることになる。これは、ビジネスラインに数値目標達成の強いプレッシャーがあるときには特に当てはまる。こうなると、戦略の要の実行や直接競合する他社の撃退など、ＩＯＵが市場開拓機能を必要としているまさにそのときに俊敏性が失われ、失敗につながる。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,トランスフォーメーションとは、まったく新しい「行」をパフォーマンス・マトリックスに追加することであり、企業の構造自体を変革する。取り組みの規模、関係者の幅広さ、実行のリスクを考えれば、この取り組みを推進できるのはＣＥＯだけだ。トランスフォーメーションはＣＥＯの最も偉大な業績となるべきものであり、他のあらゆる職務に優先すべきだ。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,トランスフォーメーション・ゾーンはＣＥＯのゾーンである。攻撃時には、企業をまったく新しい次元へと導く機会がある。クラウドコンピューティングがアマゾンに、デジタルミュージックとスマートフォンがアップルに、ピクサーがディズニーに、「ザ・ソプラノズ」がＨＢＯに、プリウスがトヨタにもたらしたような機会だ。
ゾーンマネジメント,ジェフリー・ムーア、栗原　潔,トランスフォーメーション・ゾーンを防御に使う方法を思い出してほしい。ＣＥＯは企業全体を三つのステップのプランで防御する。第一に中立化、第二に最適化、第三に差別化である。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,私がこれまで仕事をしてきた中でいちばん有能な企業のリーダーは、さまざまな点において「マルチ（multi）」である──複数のステークホルダー（multi-stakeholder）に責任を持ち、分野横断的（multi-disciplinary）な知識を有し、マルチレベル（multi-level）でものごとを考え、短期、中期、長期、いずれの場合もマルチフェーズな（multi-phased）計画を策定し、複数の国（multinational）の環境分析を実行する〈
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,次に、リーダーが意図的に別の方向に舵を切らない限り、企業はいつまでも同じ道を進もうとする。こうした現象は専門用語で「経路依存性」と呼ばれ、もはや意味をなさなくなっても既存の習慣や慣行に固執する原因となる。とくに顕著なのは、成果が不透明であるにもかかわらずリーダーが戦略的な意思決定を求められる場合だ。未来にとって何がベストかの確信がないままでは、マネージャーはしばしば現状維持を望み、対応する準備もろくにしないでいるうちに、結局は遅かれ早かれ事業環境の変化に巻き込まれる。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,リーダーの 2 つ目の責任は、バリューチェーンをうまくアラインさせて企業パーパスの実現をサポートすることだ〈
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,リーダーの課題はまず短期、中期、長期間に永続的なパーパスの実現を支える企業の 事業戦略 を策定する（そして必要に応じて策定し直す）ことだ。次に、選んだ戦略を首尾よく実行するのに求められる 組織ケイパビリティ を決定しなければならない。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,そして事業戦略には、何を市場に提供するか（市場提供価値）、どうやってそれを提供するか（戦略的アプローチ）の観点から、一貫性のある未来を見据えた計画、優先事項、行動、施策を明記する必要がある。言うまでもなく、リーダーにとって難しいのは、これから発生する（破壊的でさえある）外部の機会と脅威をふまえ、時間の経過に合わせて事業戦略をどう変えていくべきかの判断だ。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,将来、事業の核となる市場提供価値は何か、補助的なものは何か？
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,ロールス・ロイスはかつて業界の標準だったビジネスモデルであるコストプラス法（設備費＋販売後の維持補修費＋部品費）をやめ、エンジンの稼動時間に対して課金する「飛行時間連動型（Power-By-The-Hour：PBTH）」を導入して流れを変えた〈 参 117〉。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,今日の顧客はメンテナンスに料金のかかる複雑なエンジン（つまり道具）は買いたがらない。欲しいのは航空機を飛ばす推進力なのだ。ロールス・ロイスは、これらの推進力ソリューションを、一定期間契約されたフルサービスのワンストップサービス契約（＝接続性の要件）のもと、個々の顧客の要件（＝俊敏性の要件）に合わせて完全にカスタマイズして提供している。
リアライン―ディスラプションを超える戦略と組織の再構築,ジョナサン トレバー、安藤 貴子、ＮＴＴデータ経営研究所Ｒｅ：Ａｌｉｇｎ研究チーム、池上 重輔,本書では、組織ケイパビリティを企業の事業戦略の実行を支えるコンピテンシー、能力、活力を保有していることと定義する。
